流水號,大類別,From,post_url,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
1,post,馬英九總統(118250504903757),http://www.facebook.com/118250504903757_1094020483993416,2016/01/19 13:30:10,photo,118250504903757_1094020483993416,昨天我接見了美國前副國務卿伯恩斯（William Burns）先生，他這次以美國高階特使的身份在大選後來到臺灣。上週六選舉結果揭曉後，美國國務院發表了公開聲明，除了向民進黨蔡英文主席表示祝賀，也公開感謝我上任後這幾年致力與美國發展堅實夥伴關係，並對我們近年來為改善兩岸關係所採取的具體措施表示讚賞。（The United States thanks President Ma Ying-jeou for his efforts to develop a strong partnership with the United States and applauds him for concrete steps he has taken to improve cross-Strait ties in recent years.）。（美國國務院新聞稿連結: http://goo.gl/fuJf6q）這次來訪，伯恩斯先生也告訴我，「臺美間的非官方關係從來沒像目前這麼好（has never been better），您對此有極大的功勞（deserve much credits）」，本次的選舉結果，也再次彰顯臺灣民主是一個成功的故事。對於這些來自美國國務院的肯定，我也特別向伯恩斯先生表達感謝。我也告訴伯恩斯先生，上個禮拜我國和平完成了總統大選，過程十分平和，顯示臺灣民主已逐漸成熟，也代表中華民國憲政秩序穩固。選舉結果出爐後，我也致電蔡英文主席，除了表達我的衷心祝賀，也希望新的政府上任後，能夠持續維持臺海和平與繁榮的現狀。,added_photos,https://www.facebook.com/MaYingjeou/photos/a.140389499356524.27404.118250504903757/1094020483993416/?type=3,Timeline Photos,1667,29206,475,2016/01/19 13:30:10
3_594,comment,吳武雄(471001493063629), ,2016/01/15 11:19:19, ,1091588427569955_1091867297542068,, , , , ,0, , ,
3_595,comment,吳武雄(471001493063629), ,2016/01/15 11:19:24, ,1091588427569955_1091867320875399,, , , , ,0, , ,
3_596,comment,蔡?子(113324762382835), ,2016/01/15 11:19:42, ,1091588427569955_1091867397542058,其實我不在乎誰當選，但是蔡當選會打仗！！！！我不要打仗啦！, , , , ,0, , ,
3_597,comment,Doherty Kuo(10200451008874744), ,2016/01/15 11:21:32, ,1091588427569955_1091867834208681,633做不到 就切腹吧, , , , ,0, , ,
3_598,comment,Litchi Tinnee(1123754354307133), ,2016/01/15 11:21:54, ,1091588427569955_1091867934208671,不會投蔡英文, , , , ,1, , ,
3_599,comment,Cheng Hao Hsu(899301433449937), ,2016/01/15 11:22:13, ,1091588427569955_1091868037541994,還我新北市長來, , , , ,0, , ,
3_600,comment,張正禧(1020717174612749), ,2016/01/15 11:22:29, ,1091588427569955_1091868114208653,臉皮夠厚講什麼都不覺得怪，太利害了, , , , ,1, , ,
3_601,comment,吳同學(10206696318303496), ,2016/01/15 11:23:02, ,1091588427569955_1497615860546716,不要ㄧ直講92共識，說換黨就會打戰這種鬼話??什麼2岸合平是怎樣阿，要打早就打了啦，ㄧ直講一直講沒有新的政策ㄧ直說空話，給個8年然後在給8年都國民黨好了阿，頂新的不公平正義在那，還有貪污的可以繳2億就沒事，這就是你讓人民無感，只會說的好聽，我都會說了，你的魄力在那，人民要的你都沒有聽進去, , , , ,12, , ,
3_602,comment,綠游鯨(888779794496390), ,2016/01/15 11:23:18, ,1091588427569955_1497615923880043,馬陰狗現在還出來喊話根本想搞死豬例淪做好做滿，行的！, , , , ,2, , ,
3_603,comment,戴瑋成(999148593479792), ,2016/01/15 11:23:46, ,1091588427569955_1497615970546705,林冠伶老了好多..,tagging, , , ,0, , ,
3_604,comment,歐祈麟(965936653425868), ,2016/01/15 11:24:04, ,1091588427569955_1497616027213366,633, , , , ,0, , ,
3_605,comment,Mei Fen Yang(835310006546286), ,2016/01/15 11:24:08, ,1091588427569955_1091868390875292,親民愛民的馬總統是世上最好的總統，永遠挺您!!, , , , ,3, , ,
3_606,comment,Camille Camille(1691850721051490), ,2016/01/15 11:24:19, ,1091588427569955_1497616063880029,為何要分化台灣，蔡X文，宋X瑜，黃X，這些要把台灣搞分裂的人，到底是何居心啊？首投族的孩子們，眷村的叔叔伯伯們，1/16台灣團結，就靠你們了。, , , , ,26, , ,
3_607,comment,Rooney Colleen(1449818581975974), ,2016/01/15 11:24:19, ,1091588427569955_1497616067213362,吳念真挺時代力量，蔣勳挺綠社盟。黃安也該挺身而出了。綠蠅臥底真多!!! 綠蠅臥底-黃安選前回台強力催票!!!, , , , ,0, , ,
3_608,comment,Channy Chen(1062248223789223), ,2016/01/15 11:24:24, ,1091588427569955_1497616090546693,Anything but KMT。 呂秋遠國民黨討人厭不是因為殺了許多台灣人的二二八事變不是因為他們曾經實施過世界上最久的戒嚴不是因為他們擁有龐大的、掠奪自國家的黨產，且拒絕歸還更不是他們長期壓制台灣民主，扼殺異議人士的生存權儘管這些事情他們都做過，有些甚至是現在進行式但是我最不能理解的事他們為什麼不認同台灣到這種地步？對這塊孕育他們的土地。你還在猶豫要不要去投票嗎？先問問你自己，如果活在1979年，那個遙遠的37年前你願意在死刑的威脅下，站出來為台灣人爭取民主嗎？這塊土地，值得你愛她，這地方的人民，需要我們一起照顧請你，在1月16日，用選票愛你的人民、土地與國家, , , , ,0, , ,
3_609,comment,Kim Kimberly(800316876711484), ,2016/01/15 11:24:34, ,1091588427569955_1497616120546690,2016年總統大選，選民不要再被藍綠兩大黨利用，不再看顏色及民調高低，選人不選黨!重要的是看大方向!以下是我觀察心得，供大家參考:(1) 不想再當美國的看門狗 ~ 就投宋(2) 不會看美日兩國臉色行事，會勇於說不! 對於一切事情都會以人民利益為優先 ~ 就投宋(3) 是美國及日本最討厭的總統人選 ~ 就投宋(4) 沒有到美國或日本面談 ~ 就投宋(5) 有開2016總統國際媒體記者會 ~ 就投宋(6) 會堅決保住太平島及南海主權等等 ~ 就投宋(7) 會讓台灣再成為亞洲四小龍之首 ~ 就投宋(8) 想要是全世界第一位小黨勝選總統職務成臺灣之光 ~ 就投宋(9) 想要國家有尊嚴，人民走出去能抬頭挺胸，走路都有風的感覺~就投宋(10) 要和平不要戰爭 ~ 就投宋(11) 不想徵兵~就投宋(12) 不想廢死 ~ 就投宋(13) 不想吃到有瘦肉精的豬肉 ~ 就投宋(14) 有是非觀念，有正義感，喜歡創新及冒險精神的人 ~ 就投宋(15) 不要再是兩大黨輪流執政 ~ 就投宋2016小黨勝選，並且改變台灣選舉浪費錢的風氣!不投票及投廢票總統位置就會空著嗎?，結果是敵人得利，等於是放棄自己，最後害苦自己!所以2016年1月16日大家必須投票拒絕投廢票!2016年小黨總統宋勝選，台灣人民才有安寧的日子，台灣才會好!, , , , ,6, , ,
3_610,comment,Bayerische Motoren Werke(10206210208683742), ,2016/01/15 11:24:40, ,1091588427569955_1497616133880022,ㄟ，我們16歲小女孩被欺負，中國台灣耶，你怎麼說?, , , , ,3, , ,
3_611,comment,Mei Fen Yang(835310006546286), ,2016/01/15 11:24:55, ,1091588427569955_1091868694208595,投安定的國民黨就對了~~國民黨加油!!, , , , ,2, , ,
3_612,comment,尤健豪(825081524194737), ,2016/01/15 11:25:25, ,1091588427569955_1091868804208584,還是不肯說真話 只會看點字機無能, , , , ,0, , ,
3_613,comment,Mei Fen Yang(835310006546286), ,2016/01/15 11:25:46, ,1091588427569955_1497616257213343,投拚經濟的國民黨就對了~1號朱立倫當選!!, , , , ,2, , ,
3_614,comment,戴霆瑋(161995484169303), ,2016/01/15 11:26:18, ,1091588427569955_1497616337213335,總統加油, , , , ,0, , ,
3_615,comment,吳武雄(471001493063629), ,2016/01/15 11:26:20, ,1091588427569955_1497616343880001,支持馬英九就是支持014，A錢都沒事！, , , , ,1, , ,
3_616,comment,陳陳(433005326861047), ,2016/01/15 11:26:23, ,1091588427569955_1497616370546665,頗ㄏ啊不就很會刪留言, , , , ,0, , ,
3_617,comment,James Wang(10155353517880481), ,2016/01/15 11:26:58, ,1091588427569955_1497616433879992,馬總統謝謝你，加油！, , , , ,0, , ,
3_618,comment,吳武雄(471001493063629), ,2016/01/15 11:27:09, ,1091588427569955_1497616477213321,公器私用！, , , , ,0, , ,
3_619,comment,李守仁(907449852649583), ,2016/01/15 11:27:21, ,1091588427569955_1091870594208405,國民黨凍蒜啦??, , , , ,0, , ,
3_620,comment,黃盈文(10203519978510343), ,2016/01/15 11:27:54, ,1091588427569955_1091870730875058,我不要勒～, , , , ,3, , ,
3_621,comment,吳武雄(471001493063629), ,2016/01/15 11:28:29, ,1091588427569955_1497616847213284,既有的基礎上？是不是014貪污的基石楚上？, , , , ,5, , ,
3_622,comment,Terry Zhang(930546793700409), ,2016/01/15 11:29:00, ,1091588427569955_1497616890546613,以前斗不?土共，后?差?被日本??，然后?是??土共，?在??豆?都斗不?！中山先生啊，?公啊！赶?救救?民党吧！光复大????期啊！悲哀, , , , ,0, , ,
3_623,comment,Pei-Cheng Huang(1064473030236483), ,2016/01/15 11:29:30, ,1091588427569955_1091871060875025,還沒看到有候選人敢宣示上台後去抄馬家比照阿扁模式去查清楚馬到底有多清廉?, , , , ,1, , ,
3_624,comment,蔡?子(113324762382835), ,2016/01/15 11:31:16, ,1091588427569955_1497617207213248,求不打仗，求不投蔡英文。海峽對岸的同胞真的不希望打仗。中國人，我也不知道什麼時候開始的稱呼，隨意了，你叫什麼和我無關。你們曾被祖國政黨拋棄，但是不是被人民拋棄，難道你認為當時那些福建人覺得你們是外國人？我從來覺得我是世界人，日本有好有壞，美國亦然。政府做了什麼，我們又不是不知道，我們纔不是你們認為的愚民。不要走明清老路，閉關鎖國閉目塞聽。我們很清醒。作為一個學經濟的人來說，一個13億的市場隨便放棄不是明智之舉。你可以叫我們大陸，我也可以叫你們島，我無所謂。什麼都好，反正打仗不好，拒絕蔡英文，一個戰亂的隱患。, , , , ,0, , ,
3_625,comment,Chen VS(954120687945708), ,2016/01/15 11:31:58, ,1091588427569955_1091871567541641,現在連支持中華民國，拿中華民國國旗也被中共認定是台獨份子，你告訴我過去八年你們在跟中共設下的92共識，一中各表在表傻笑？！你們表的我們快起笑！！, , , , ,0, , ,
3_626,comment,陳思語(867692253296257), ,2016/01/15 11:33:32, ,1091588427569955_1091871914208273,趕快下臺臺灣快被你搞垮了??, , , , ,6, , ,
3_627,comment,吳俊憲(10205209481150092), ,2016/01/15 11:33:46, ,1091588427569955_1497617890546513,雖然我不太愛民進黨~這次也會投給國民黨~但......這次的選情很擔心會一片綠~, , , , ,0, , ,
3_628,comment,Benny Jiang(1546464465666656), ,2016/01/15 11:34:15, ,1091588427569955_1091872087541589,為什麼要PO這段影片來害國民黨?, , , , ,0, , ,
3_629,comment,Miku Tsai(950790131606830), ,2016/01/15 11:34:19, ,1091588427569955_1497617977213171,馬總統謝謝您！讓台灣更進步了！雖然反對聲音還是很多！但是我們還是看得到您的用心！謝謝您這八年的努力！祝福您平安健康快樂。, , , , ,0, , ,
3_630,comment,John  Yang(1041023409244597), ,2016/01/15 11:35:09, ,1091588427569955_1091872307541567,三祖(黃帝，炎帝，嗤尤帝)兒女, , , , ,0, , ,
3_631,comment,熊建華(789324244491967), ,2016/01/15 11:35:19, ,1091588427569955_1497618153879820,我不會選你，因為你沒有給我看到將來，我看到的是我的孩子長大後可能離鄉去中國大陸或是泰國越南討生活，這就是不選你的理由，我不想政黨色彩，我只想要看的見台灣的孩子有將來，就算有一天與中國統一，台灣還是台灣，我不想當中國的二等公民和困苦的生活，如你要問我現在生活怎樣，我會很成熟且不說謊的回答你，很困苦很恐懼。, , , , ,14, , ,
3_632,comment,Johnson Lee(10155520193700603), ,2016/01/15 11:35:20, ,1091588427569955_1497618160546486,公器私用、其心可議！, , , , ,2, , ,
3_633,comment,吳政憲(998058270214177), ,2016/01/15 11:35:29, ,1091588427569955_1497618897213079,如果，這是馬先生的個人臉書或是國民黨黨員身份臉書，推薦黨籍候選人當然無可厚非，可是，這個臉書的建置維護是編制在總統府以公務費用支出吧，這部分會不會，太不顧總統這職務的高度和應維護的最低形象標準？, , , , ,1, , ,
3_634,comment,Kimi Chi(849354398471029), ,2016/01/15 11:36:00, ,1091588427569955_1497618957213073,馬總統加油，不過投這樣沒誠信的主席當總統就免了！還我柱柱姐！, , , , ,1, , ,
3_635,comment,李曼君(827777613972119), ,2016/01/15 11:36:52, ,1091588427569955_1497619220546380,黃國昌時代力量黨心?了，是雞嘴變鴨嘴？如果真心反中的話，就請大義滅親叫你岳父滾回台灣?https://youtu.be/K25UxXygKws, , , , ,4, , ,
3_636,comment,Erika Hsiao(10152642843180670), ,2016/01/15 11:36:54, ,1091588427569955_1497619237213045,黃安 他掛國旗耶, , , , ,0, , ,
3_637,comment,Lulala King(891872187543002), ,2016/01/15 11:37:12, ,1091588427569955_1497619283879707,馬英九講的話能信?https://www.youtube.com/watch?v=WSW08ClZzqs, , , , ,0, , ,
3_638,comment,邱鈺銘(1128615880487332), ,2016/01/15 11:37:36, ,1091588427569955_1497619340546368,不是中華民國嗎？不是要拿國旗去投票嗎？去見習進平怎不穿這件, , , , ,0, , ,
3_639,comment,Tian-ci Lin(461495174000847), ,2016/01/15 11:37:39, ,1091588427569955_1497619353879700,投1投9=支持馬英九恭喜國民黨正式走入歷史！把台灣搞成這樣還稱安定『你們這群國民黨高官才是台灣的亂源！』, , , , ,1, , ,
3_640,comment,李曼君(827777613972119), ,2016/01/15 11:39:07, ,1091588427569955_1091873030874828,【邱毅今天上午舉發空心菜另一筆密帳】蔡陰文收了黃芳彥的4.5億政治獻金；疑似來自扁，難怪民進黨從上到下對扁袒護不伐，貪污的錢供養民進黨奪權，黑金養出來的必是黑貨！http://m.appledaily.com.tw/realtimenews/article/politics/20160112/772983/%E9%82%B1%E6%AF%85%E7%88%86%EF%BC%9A%E8%94%A1%E8%8B%B1%E6%96%87%E6%94%B6%E9%BB%83%E8%8A%B3%E5%BD%A54%E5%84%845%E5%8D%83%E8%90%AC%E6%94%BF%E6%B2%BB%E7%8D%BB%E9%87%91, , , , ,7, , ,
3_641,comment,張家齊(811979292217507), ,2016/01/15 11:39:08, ,1091588427569955_1497619537213015,感謝你對中華民國的付出，你是最好的總統, , , , ,1, , ,
3_642,comment,Weng River(213365082334467), ,2016/01/15 11:39:10, ,1091588427569955_1091873040874827,一定投朱, , , , ,3, , ,
3_643,comment,August F.Y. Chao(10153247656024493), ,2016/01/15 11:39:17, ,1091588427569955_1091873057541492,請不要用公器來幫特定政黨拉選票!, , , , ,1, , ,
3_644,comment,Eddy Wang(877141739011579), ,2016/01/15 11:39:55, ,1091588427569955_1497619657213003,垃圾，633做不到捐半薪？, , , , ,0, , ,
3_645,comment,古逸偉(144723522568226), ,2016/01/15 11:40:06, ,1091588427569955_1091873200874811,只會騙島內的百姓、為何不敢給中國共產黨看見我們這國旗???馬屁精、無骨蛆、懦夫、懦夫、懦夫!, , , , ,1, , ,
3_646,comment,Eddy Wang(877141739011579), ,2016/01/15 11:40:36, ,1091588427569955_1091873257541472,????, , , , ,0, , ,
3_647,comment,謝天(1570484319889481), ,2016/01/15 11:40:52, ,1091588427569955_1091873324208132,1號+1, , , , ,1, , ,
3_648,comment,Coco Hou(10203383374259357), ,2016/01/15 11:40:58, ,1091588427569955_1091873347541463,馬總統謝謝這八年的努力，之後您好好休息。 謝謝您！馬總統！, , , , ,12, , ,
3_649,comment,曾柏榮(957754970901739), ,2016/01/15 11:40:59, ,1091588427569955_1091873354208129,+1, , , , ,1, , ,
3_650,comment,邱秋琪惠(862146253856884), ,2016/01/15 11:41:08, ,1091588427569955_1497619760546326,永遠都是在反省檢討自己的不足，從不摸黑他人。真的很心疼馬總統，謙虛的好總統！, , , , ,14, , ,
3_651,comment,Asezca Dinda Fudjiana Fudjiana(1670124123277407), ,2016/01/15 11:41:10, ,1091588427569955_1497619767212992,Ciayooooo good Lucky and got blessing you forever, , , , ,0, , ,
3_652,comment,陳金城(879713978734371), ,2016/01/15 11:41:32, ,1091588427569955_1091873450874786,投國民黨製造更多“樹懶”公務人員？那卡通有看過嗎？=.=...還是製造更多掏空案？台灣人餓死沒關係？你們爽就好了？, , , , ,0, , ,
3_653,comment,李曼君(827777613972119), ,2016/01/15 11:41:53, ,1091588427569955_1091873540874777,抓到了：    請大量分享蔡英文二次帶團到日本去與安倍見面， 就是拿日本人的錢出賣台灣!!!不惜台獨戰爭!!! 蔡英文兩個姐姐和哥哥 都有美國籍@ A飽了到美國，也可以啊！蔡英文在日本公開宣稱，當勝選且立委過半時，即要台獨。https://m.facebook.com/story.php?story_fbid=868682226582316&id=192263150890897, , , , ,5, , ,
3_654,comment,康月娥(971697786224933), ,2016/01/15 11:41:55, ,1091588427569955_1497619823879653,, , , , ,0, , ,
3_655,comment,康月娥(971697786224933), ,2016/01/15 11:42:05, ,1091588427569955_1091873560874775,, , , , ,0, , ,
3_656,comment,康月娥(971697786224933), ,2016/01/15 11:42:14, ,1091588427569955_1091873604208104,, , , , ,0, , ,
3_657,comment,Eddy Wang(877141739011579), ,2016/01/15 11:42:18, ,1091588427569955_1091873634208101,趕快帶回家去疼惜，不會放出來禍國殃民, , , , ,0, , ,
3_658,comment,Phil Tang(1132249120125853), ,2016/01/15 11:43:00, ,1091588427569955_1497619937212975,致馬英九總統，可否立即推動全民拿國旗運動，不要讓少數很努力的同胞受委屈了! 應該要全民相挺才是!, , , , ,0, , ,
3_659,comment,Richard Ku K(1646254892324544), ,2016/01/15 11:43:16, ,1091588427569955_1497619967212972,聽說大陸打算動外交，周子瑜只是開始, , , , ,0, , ,
3_660,comment,江俊延(968227113251762), ,2016/01/15 11:43:22, ,1091588427569955_1497619980546304,賣台總統 我三票都投民進黨, , , , ,0, , ,
3_661,comment,Emily Lin(1577275485873432), ,2016/01/15 11:43:39, ,1091588427569955_1497620010546301,個人一直認為馬總統是一位個性溫和不錯的人，不論政績如何，我還是支持馬總統，也支持朱立倫，大家請投給財經專業朱立倫!!  加油!!!, , , , ,1, , ,
3_662,comment,林敬洋(1023182694378258), ,2016/01/15 11:43:44, ,1091588427569955_1497620043879631,大家一起檢討吧... 若是要檢討這一位剛愎自用的馬英九，我倒是可以提出我的見解! 他說"每一天都全心全意，把事情做到最後"? 大家不妨去細數一下， 有多少政策是"各單位去檢討，請三個月後提出報告!"然後馬先生就沒有下文了? 再來很多的政策，是馬英九用行政手段去達成馬英九你要的方向，是馬意但不是民意，於是馬英九不得不在八年內一直是做白工! 你最好的方式不是"多做事"反而是"少干預" 才對啊! 核四如是， 服貿如是， 證所稅如是，年金/18趴如是， 食安也如是!油電雙漲如是!連釣魚台都如是!!廢死如是， 只想要革掉王金平的國會改革更是如是!! 最後， 馬英九用的所有的"好官員"在他的剛愎自用之下人才變蠢材，最後一一成為炮灰，所有的政策全部回歸原點， 最後國民黨宣告"執政失敗"! 八年一事無成!! 揚言給個633， 八年之後人人連小確幸都難保! 事實證明， 就算是國會過半， 主政者的領導有問題還是一樣沒有執行力!如果， 你馬英九有想讓朱立倫接棒，你為什麼不讓朱立倫接行政院長組閣啊... 你認為朱真的很好， 那還去當新北市長幹嘛， 去組閣啊... 馬笨蛋!, , , , ,8, , ,
